timestamp,arm,gpu_util,gpu_temp_c,gpu_power_w,vram_used_mb,cpu_load,mem_pct,mem_used_gb,mem_total_gb,clock_sm_mhz
2026-09-05 19:08:03.010,B,0,65,12.85,3318,18,49.5,7.6,15.36,1740
2026-09-05 19:08:05.418,B,1,64,12.74,3318,22,49.5,7.6,15.36,1695
